datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.05.14,00:00,23.59,Olympia,2278,2482,4760,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Olympia,1818,1888,3706,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Olympia,1450,1527,2977,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Olympia,1203,1193,2396,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Olympia,1252,1175,2427,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Olympia,2175,2197,4372,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Olympia,2255,2261,4516,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Olympia,1736,1770,3506,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Olympia,1144,1119,2263,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Olympia,1271,1284,2555,7.6,15.1,1.4,88,6.3
2025.05.24,00:00,23.59,Olympia,1321,1284,2605,4.4,17.3,0.4,73,10.4
2025.05.25,00:00,23.59,Olympia,430,399,829,10.0,16.0,6.4,90,0.4
2025.05.26,00:00,23.59,Olympia,1242,1219,2461,11.1,18.5,2.6,94,3.0
2025.05.27,00:00,23.59,Olympia,1655,1351,3006,10.2,17.7,0.3,98,2.8
2025.05.28,00:00,23.59,Olympia,934,755,1689,10.6,17.2,4.5,95,1.2
2025.05.29,00:00,23.59,Olympia,1269,941,2210,10.5,17.8,0.0,98,1.7
2025.05.30,00:00,23.59,Olympia,2015,1551,3566,14.3,25.7,0.0,40,12.9
2025.05.31,00:00,23.59,Olympia,2113,1589,3702,13.8,30.9,0.0,24,14.1
2025.05.01,00:00,23.59,Hirsch,944,921,1865,8.1,25.8,0.0,6,14.1
2025.05.02,00:00,23.59,Hirsch,1102,1142,2244,9.9,28.5,0.0,21,13.8
2025.05.03,00:00,23.59,Hirsch,542,521,1063,14.8,23.5,0.8,80,5.1
2025.05.04,00:00,23.59,Hirsch,191,171,362,9.2,15.2,11.0,96,0.2
2025.05.05,00:00,23.59,Hirsch,343,357,700,6.0,9.8,14.4,94,0.0
2025.05.06,00:00,23.59,Hirsch,762,811,1573,5.4,10.8,0.0,96,0.0
2025.05.07,00:00,23.59,Hirsch,1093,1121,2214,5.8,14.7,0.2,99,4.3
2025.05.08,00:00,23.59,Hirsch,938,963,1901,7.6,13.1,0.0,100,0.7
2025.05.09,00:00,23.59,Hirsch,975,973,1948,5.3,15.1,0.0,54,10.2
2025.05.10,00:00,23.59,Hirsch,771,882,1653,2.7,18.3,0.0,14,14.6
2025.05.11,00:00,23.59,Hirsch,1058,1020,2078,3.7,20.9,0.0,4,14.7
2025.05.12,00:00,23.59,Hirsch,1502,1517,3019,6.9,20.0,0.0,14,14.7
2025.05.13,00:00,23.59,Hirsch,1699,1688,3387,5.2,19.1,0.0,13,14.7
2025.05.14,00:00,23.59,Hirsch,1655,1725,3380,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Hirsch,1439,1500,2939,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Hirsch,1013,1036,2049,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Hirsch,559,548,1107,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Hirsch,808,541,1349,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Hirsch,1556,1587,3143,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Hirsch,1674,1726,3400,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Hirsch,1235,1238,2473,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Hirsch,790,803,1593,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Hirsch,879,925,1804,7.6,15.1,1.4,88,6.3
2025.05.24,00:00,23.59,Hirsch,590,644,1234,4.4,17.3,0.4,73,10.4
2025.05.25,00:00,23.59,Hirsch,199,160,359,10.0,16.0,6.4,90,0.4
2025.05.26,00:00,23.59,Hirsch,829,879,1708,11.1,18.5,2.6,94,3.0
2025.05.27,00:00,23.59,Hirsch,1270,1298,2568,10.2,17.7,0.3,98,2.8
2025.05.28,00:00,23.59,Hirsch,707,767,1474,10.6,17.2,4.5,95,1.2
2025.05.29,00:00,23.59,Hirsch,453,448,901,10.5,17.8,0.0,98,1.7
2025.05.30,00:00,23.59,Hirsch,1041,1041,2082,14.3,25.7,0.0,40,12.9
2025.05.31,00:00,23.59,Hirsch,836,791,1627,13.8,30.9,0.0,24,14.1
2025.05.01,00:00,23.59,Erhardt,4469,4247,8716,8.1,25.8,0.0,6,14.1
2025.05.02,00:00,23.59,Erhardt,4018,3347,7365,9.9,28.5,0.0,21,13.8
2025.05.03,00:00,23.59,Erhardt,2193,2039,4232,14.8,23.5,0.8,80,5.1
2025.05.04,00:00,23.59,Erhardt,810,846,1656,9.2,15.2,11.0,96,0.2
2025.05.05,00:00,23.59,Erhardt,923,712,1635,6.0,9.8,14.4,94,0.0
2025.05.06,00:00,23.59,Erhardt,2177,1416,3593,5.4,10.8,0.0,96,0.0
2025.05.07,00:00,23.59,Erhardt,2575,1947,4522,5.8,14.7,0.2,99,4.3
2025.05.08,00:00,23.59,Erhardt,2245,1690,3935,7.6,13.1,0.0,100,0.7
2025.05.09,00:00,23.59,Erhardt,2544,2068,4612,5.3,15.1,0.0,54,10.2
2025.05.10,00:00,23.59,Erhardt,3521,3312,6833,2.7,18.3,0.0,14,14.6
2025.05.11,00:00,23.59,Erhardt,3621,3576,7197,3.7,20.9,0.0,4,14.7
2025.05.12,00:00,23.59,Erhardt,3887,2595,6482,6.9,20.0,0.0,14,14.7
2025.05.13,00:00,23.59,Erhardt,4567,3026,7593,5.2,19.1,0.0,13,14.7
2025.05.14,00:00,23.59,Erhardt,4452,3230,7682,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Erhardt,3720,2601,6321,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Erhardt,2859,2105,4964,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Erhardt,2294,2059,4353,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Erhardt,2236,1891,4127,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Erhardt,3930,2847,6777,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Erhardt,4379,2971,7350,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Erhardt,3308,2153,5461,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Erhardt,2053,1438,3491,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Erhardt,2406,1750,4156,7.6,15.1,1.4,88,6.3
2025.05.24,00:00,23.59,Erhardt,2534,2271,4805,4.4,17.3,0.4,73,10.4
2025.05.25,00:00,23.59,Erhardt,643,579,1222,10.0,16.0,6.4,90,0.4
2025.05.26,00:00,23.59,Erhardt,1955,1391,3346,11.1,18.5,2.6,94,3.0
2025.05.27,00:00,23.59,Erhardt,3061,2241,5302,10.2,17.7,0.3,98,2.8
2025.05.28,00:00,23.59,Erhardt,1961,1302,3263,10.6,17.2,4.5,95,1.2
2025.05.29,00:00,23.59,Erhardt,1503,1429,2932,10.5,17.8,0.0,98,1.7
2025.05.30,00:00,23.59,Erhardt,3570,2896,6466,14.3,25.7,0.0,40,12.9
2025.05.31,00:00,23.59,Erhardt,3541,3065,6606,13.8,30.9,0.0,24,14.1
2025.06.01,00:00,23.59,Arnulf,1176,120,1296,15.7,28.6,0.1,91,5.8
2025.06.02,00:00,23.59,Arnulf,1261,67,1328,15.0,22.0,10.5,99,1.4
2025.06.03,00:00,23.59,Arnulf,1393,85,1478,14.9,24.9,0.2,91,6.6
2025.06.04,00:00,23.59,Arnulf,1677,100,1777,14.7,27.9,5.8,85,9.1
2025.06.05,00:00,23.59,Arnulf,1086,83,1169,14.8,19.0,4.0,98,0.3
2025.06.06,00:00,23.59,Arnulf,1552,90,1642,15.3,26.8,7.6,84,6.8
2025.06.07,00:00,23.59,Arnulf,523,42,565,13.3,19.0,6.6,98,0.6
2025.06.08,00:00,23.59,Arnulf,701,60,761,11.6,20.3,0.0,81,4.1
2025.06.09,00:00,23.59,Arnulf,1256,62,1318,10.0,20.9,0.0,23,12.7
2025.06.10,00:00,23.59,Arnulf,1909,118,2027,9.4,25.6,0.0,39,11.8
2025.06.11,00:00,23.59,Arnulf,2069,81,2150,13.7,24.1,0.0,23,12.5
2025.06.12,00:00,23.59,Arnulf,2166,101,2267,11.3,26.2,0.0,9,15.1
2025.06.13,00:00,23.59,Arnulf,1789,89,1878,13.6,29.1,0.0,31,15.2
2025.06.14,00:00,23.59,Arnulf,1415,51,1466,13.7,31.9,0.0,28,13.9
2025.06.15,00:00,23.59,Arnulf,1001,67,1068,17.0,31.4,5.3,71,10.8
2025.06.16,00:00,23.59,Arnulf,1413,80,1493,14.0,21.4,0.1,94,4.9
2025.06.17,00:00,23.59,Arnulf,1897,83,1980,13.5,24.6,0.0,56,14.7
2025.06.18,00:00,23.59,Arnulf,1988,86,2074,11.9,28.2,0.0,78,14.7
2025.06.19,00:00,23.59,Arnulf,1425,83,1508,14.7,28.9,0.0,24,15.2
2025.06.20,00:00,23.59,Arnulf,1688,70,1758,16.3,26.8,0.0,13,14.5
2025.06.21,00:00,23.59,Arnulf,1412,54,1466,12.7,28.6,0.0,3,15.4
2025.06.22,00:00,23.59,Arnulf,1232,59,1291,11.9,32.1,0.0,11,15.5
2025.06.23,00:00,23.59,Arnulf,1612,98,1710,19.8,31.8,0.9,78,7.7
2025.06.24,00:00,23.59,Arnulf,2267,91,2358,17.4,29.7,0.0,21,14.4
2025.06.25,00:00,23.59,Arnulf,2335,102,2437,17.1,33.4,0.0,0,15.2
2025.06.26,00:00,23.59,Arnulf,1518,90,1608,17.1,32.3,22.1,78,5.1
2025.06.27,00:00,23.59,Arnulf,1683,94,1777,17.4,26.0,2.4,81,3.6
2025.06.28,00:00,23.59,Arnulf,1649,66,1715,17.5,29.4,0.0,40,11.6
2025.06.29,00:00,23.59,Arnulf,1462,73,1535,18.1,31.9,0.0,3,15.3
2025.06.30,00:00,23.59,Arnulf,2211,105,2316,18.9,32.1,0.0,51,15.2
2025.06.01,00:00,23.59,Olympia,1747,1210,2957,15.7,28.6,0.1,91,5.8
2025.06.02,00:00,23.59,Olympia,1129,982,2111,15.0,22.0,10.5,99,1.4
2025.06.03,00:00,23.59,Olympia,1539,1423,2962,14.9,24.9,0.2,91,6.6
2025.06.04,00:00,23.59,Olympia,1623,1673,3296,14.7,27.9,5.8,85,9.1
2025.06.05,00:00,23.59,Olympia,1046,1030,2076,14.8,19.0,4.0,98,0.3
2025.06.06,00:00,23.59,Olympia,1543,1559,3102,15.3,26.8,7.6,84,6.8
2025.06.07,00:00,23.59,Olympia,554,515,1069,13.3,19.0,6.6,98,0.6
2025.06.08,00:00,23.59,Olympia,973,925,1898,11.6,20.3,0.0,81,4.1
2025.06.09,00:00,23.59,Olympia,2069,1989,4058,10.0,20.9,0.0,23,12.7
2025.06.10,00:00,23.59,Olympia,1670,1665,3335,9.4,25.6,0.0,39,11.8
2025.06.11,00:00,23.59,Olympia,2153,2135,4288,13.7,24.1,0.0,23,12.5
2025.06.12,00:00,23.59,Olympia,1868,1934,3802,11.3,26.2,0.0,9,15.1
2025.06.13,00:00,23.59,Olympia,1624,1697,3321,13.6,29.1,0.0,31,15.2
2025.06.14,00:00,23.59,Olympia,1256,1284,2540,13.7,31.9,0.0,28,13.9
2025.06.15,00:00,23.59,Olympia,1267,1198,2465,17.0,31.4,5.3,71,10.8
2025.06.16,00:00,23.59,Olympia,1524,1523,3047,14.0,21.4,0.1,94,4.9
2025.06.17,00:00,23.59,Olympia,2048,2100,4148,13.5,24.6,0.0,56,14.7
2025.06.18,00:00,23.59,Olympia,2003,2167,4170,11.9,28.2,0.0,78,14.7
2025.06.19,00:00,23.59,Olympia,2014,1959,3973,14.7,28.9,0.0,24,15.2
2025.06.20,00:00,23.59,Olympia,1880,1812,3692,16.3,26.8,0.0,13,14.5
2025.06.21,00:00,23.59,Olympia,1970,1871,3841,12.7,28.6,0.0,3,15.4
2025.06.22,00:00,23.59,Olympia,1619,1587,3206,11.9,32.1,0.0,11,15.5
2025.06.23,00:00,23.59,Olympia,1757,1709,3466,19.8,31.8,0.9,78,7.7
2025.06.24,00:00,23.59,Olympia,2519,2549,5068,17.4,29.7,0.0,21,14.4
2025.06.25,00:00,23.59,Olympia,2501,2516,5017,17.1,33.4,0.0,0,15.2
2025.06.26,00:00,23.59,Olympia,1528,1429,2957,17.1,32.3,22.1,78,5.1
2025.06.27,00:00,23.59,Olympia,1832,1723,3555,17.4,26.0,2.4,81,3.6
2025.06.28,00:00,23.59,Olympia,2591,2288,4879,17.5,29.4,0.0,40,11.6
2025.06.29,00:00,23.59,Olympia,2192,2091,4283,18.1,31.9,0.0,3,15.3
2025.06.30,00:00,23.59,Olympia,2439,2382,4821,18.9,32.1,0.0,51,15.2
2025.06.01,00:00,23.59,Hirsch,564,555,1119,15.7,28.6,0.1,91,5.8
2025.06.02,00:00,23.59,Hirsch,828,894,1722,15.0,22.0,10.5,99,1.4
2025.06.03,00:00,23.59,Hirsch,1028,1013,2041,14.9,24.9,0.2,91,6.6
2025.06.04,00:00,23.59,Hirsch,1184,1221,2405,14.7,27.9,5.8,85,9.1
2025.06.05,00:00,23.59,Hirsch,701,698,1399,14.8,19.0,4.0,98,0.3
2025.06.06,00:00,23.59,Hirsch,939,996,1935,15.3,26.8,7.6,84,6.8
2025.06.07,00:00,23.59,Hirsch,195,200,395,13.3,19.0,6.6,98,0.6
2025.06.08,00:00,23.59,Hirsch,254,273,527,11.6,20.3,0.0,81,4.1
2025.06.09,00:00,23.59,Hirsch,791,758,1549,10.0,20.9,0.0,23,12.7
2025.06.10,00:00,23.59,Hirsch,1216,1252,2468,9.4,25.6,0.0,39,11.8
2025.06.11,00:00,23.59,Hirsch,1397,1408,2805,13.7,24.1,0.0,23,12.5
2025.06.12,00:00,23.59,Hirsch,1311,1335,2646,11.3,26.2,0.0,9,15.1
2025.06.13,00:00,23.59,Hirsch,1031,1056,2087,13.6,29.1,0.0,31,15.2
2025.06.14,00:00,23.59,Hirsch,632,633,1265,13.7,31.9,0.0,28,13.9
2025.06.15,00:00,23.59,Hirsch,502,452,954,17.0,31.4,5.3,71,10.8
2025.06.16,00:00,23.59,Hirsch,920,914,1834,14.0,21.4,0.1,94,4.9
2025.06.17,00:00,23.59,Hirsch,1399,1444,2843,13.5,24.6,0.0,56,14.7
2025.06.18,00:00,23.59,Hirsch,1207,1247,2454,11.9,28.2,0.0,78,14.7
2025.06.19,00:00,23.59,Hirsch,630,606,1236,14.7,28.9,0.0,24,15.2
2025.06.20,00:00,23.59,Hirsch,839,858,1697,16.3,26.8,0.0,13,14.5
2025.06.21,00:00,23.59,Hirsch,561,564,1125,12.7,28.6,0.0,3,15.4
2025.06.22,00:00,23.59,Hirsch,645,571,1216,11.9,32.1,0.0,11,15.5
2025.06.23,00:00,23.59,Hirsch,1127,1193,2320,19.8,31.8,0.9,78,7.7
2025.06.24,00:00,23.59,Hirsch,1695,1764,3459,17.4,29.7,0.0,21,14.4
2025.06.25,00:00,23.59,Hirsch,1567,1553,3120,17.1,33.4,0.0,0,15.2
2025.06.26,00:00,23.59,Hirsch,1017,1094,2111,17.1,32.3,22.1,78,5.1
2025.06.27,00:00,23.59,Hirsch,998,1006,2004,17.4,26.0,2.4,81,3.6
2025.06.28,00:00,23.59,Hirsch,788,822,1610,17.5,29.4,0.0,40,11.6
2025.06.29,00:00,23.59,Hirsch,690,584,1274,18.1,31.9,0.0,3,15.3
2025.06.30,00:00,23.59,Hirsch,1564,1621,3185,18.9,32.1,0.0,51,15.2
2025.06.01,00:00,23.59,Erhardt,2126,2257,4383,15.7,28.6,0.1,91,5.8
2025.06.02,00:00,23.59,Erhardt,2028,1416,3444,15.0,22.0,10.5,99,1.4
2025.06.03,00:00,23.59,Erhardt,2795,2004,4799,14.9,24.9,0.2,91,6.6
2025.06.04,00:00,23.59,Erhardt,3023,2334,5357,14.7,27.9,5.8,85,9.1
2025.06.05,00:00,23.59,Erhardt,1877,1409,3286,14.8,19.0,4.0,98,0.3
2025.06.06,00:00,23.59,Erhardt,2835,2289,5124,15.3,26.8,7.6,84,6.8
2025.06.07,00:00,23.59,Erhardt,574,663,1237,13.3,19.0,6.6,98,0.6
2025.06.08,00:00,23.59,Erhardt,1005,1054,2059,11.6,20.3,0.0,81,4.1
2025.06.09,00:00,23.59,Erhardt,2785,2922,5707,10.0,20.9,0.0,23,12.7
2025.06.10,00:00,23.59,Erhardt,3248,2604,5852,9.4,25.6,0.0,39,11.8
2025.06.11,00:00,23.59,Erhardt,3641,2885,6526,13.7,24.1,0.0,23,12.5
2025.06.12,00:00,23.59,Erhardt,4018,3222,7240,11.3,26.2,0.0,9,15.1
2025.06.13,00:00,23.59,Erhardt,3484,3029,6513,13.6,29.1,0.0,31,15.2
2025.06.14,00:00,23.59,Erhardt,3273,3177,6450,13.7,31.9,0.0,28,13.9
2025.06.15,00:00,23.59,Erhardt,2325,2229,4554,17.0,31.4,5.3,71,10.8
2025.06.16,00:00,23.59,Erhardt,2348,1768,4116,14.0,21.4,0.1,94,4.9
2025.06.17,00:00,23.59,Erhardt,3746,2983,6729,13.5,24.6,0.0,56,14.7
2025.06.18,00:00,23.59,Erhardt,3793,2819,6612,11.9,28.2,0.0,78,14.7
2025.06.19,00:00,23.59,Erhardt,3373,3336,6709,14.7,28.9,0.0,24,15.2
2025.06.20,00:00,23.59,Erhardt,2944,2713,5657,16.3,26.8,0.0,13,14.5
2025.06.21,00:00,23.59,Erhardt,2929,2839,5768,12.7,28.6,0.0,3,15.4
2025.06.22,00:00,23.59,Erhardt,3080,2946,6026,11.9,32.1,0.0,11,15.5
2025.06.23,00:00,23.59,Erhardt,2888,2100,4988,19.8,31.8,0.9,78,7.7
2025.06.24,00:00,23.59,Erhardt,4684,3271,7955,17.4,29.7,0.0,21,14.4
2025.06.25,00:00,23.59,Erhardt,4720,3808,8528,17.1,33.4,0.0,0,15.2
2025.06.26,00:00,23.59,Erhardt,2677,2056,4733,17.1,32.3,22.1,78,5.1
2025.06.27,00:00,23.59,Erhardt,2942,2242,5184,17.4,26.0,2.4,81,3.6
2025.06.28,00:00,23.59,Erhardt,3723,3296,7019,17.5,29.4,0.0,40,11.6
2025.06.29,00:00,23.59,Erhardt,3602,3599,7201,18.1,31.9,0.0,3,15.3
2025.06.30,00:00,23.59,Erhardt,4394,3348,7742,18.9,32.1,0.0,51,15.2
2025.07.01,00:00,23.59,Arnulf,2369,101,2470,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Arnulf,2185,97,2282,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Arnulf,1899,104,2003,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Arnulf,1574,82,1656,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Arnulf,1587,68,1655,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Arnulf,1213,72,1285,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Arnulf,1553,86,1639,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Arnulf,962,77,1039,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Arnulf,1737,88,1825,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Arnulf,2119,110,2229,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Arnulf,1635,89,1724,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Arnulf,1602,74,1676,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Arnulf,1467,73,1540,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Arnulf,1506,96,1602,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Arnulf,1769,107,1876,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Arnulf,1637,99,1736,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Arnulf,1936,83,2019,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Arnulf,2010,111,2121,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Arnulf,1497,64,1561,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Arnulf,1524,66,1590,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Arnulf,1206,68,1274,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Arnulf,2159,116,2275,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Arnulf,2385,125,2510,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Arnulf,1139,78,1217,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Arnulf,1277,83,1360,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Arnulf,454,30,484,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Arnulf,682,36,718,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Arnulf,1146,91,1237,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Arnulf,1498,87,1585,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Arnulf,1436,93,1529,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Arnulf,1712,99,1811,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Olympia,2531,2562,5093,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Olympia,2272,2218,4490,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Olympia,1883,1909,3792,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Olympia,1957,1935,3892,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Olympia,2003,1904,3907,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Olympia,1883,1805,3688,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Olympia,1519,1490,3009,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Olympia,1100,1082,2182,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Olympia,2027,2019,4046,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Olympia,2377,2292,4669,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Olympia,1700,1762,3462,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Olympia,2289,2159,4448,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Olympia,2435,2305,4740,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Olympia,1542,1535,3077,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Olympia,1778,1778,3556,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Olympia,3024,2777,5801,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Olympia,2021,1958,3979,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Olympia,2238,2149,4387,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Olympia,379,381,760,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Olympia,1970,1791,3761,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Olympia,1244,1313,2557,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Olympia,2104,2202,4306,15.1,24.6,0.0,30,11.8
