datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.11.13,00:00,23.59,Kreuther,421,312,733,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Kreuther,386,314,700,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Kreuther,243,216,459,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Kreuther,197,201,398,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Kreuther,244,172,416,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Kreuther,361,276,637,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Kreuther,290,221,511,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Kreuther,271,217,488,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Kreuther,201,152,353,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Kreuther,88,82,170,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Kreuther,94,85,179,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Kreuther,152,103,255,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Kreuther,236,180,416,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Kreuther,201,158,359,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Kreuther,283,208,491,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Kreuther,228,186,414,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Kreuther,99,90,189,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Kreuther,94,91,185,-0.9,8.8,2.8,99,2.9
2025.11.01,00:00,23.59,Olympia,854,823,1677,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Olympia,223,207,430,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Olympia,1083,1075,2158,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Olympia,1251,1305,2556,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Olympia,1186,1257,2443,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Olympia,1036,1084,2120,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Olympia,735,738,1473,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Olympia,539,511,1050,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Olympia,451,434,885,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Olympia,1131,1154,2285,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Olympia,1278,1316,2594,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Olympia,1363,1375,2738,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Olympia,1378,1363,2741,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Olympia,1276,1338,2614,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Olympia,848,848,1696,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Olympia,808,791,1599,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Olympia,728,764,1492,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Olympia,1068,1097,2165,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Olympia,998,1024,2022,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Olympia,920,954,1874,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Olympia,734,726,1460,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Olympia,384,378,762,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Olympia,426,404,830,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Olympia,485,478,963,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Olympia,793,780,1573,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Olympia,639,691,1330,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Olympia,859,899,1758,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Olympia,846,847,1693,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Olympia,547,527,1074,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Olympia,559,516,1075,-0.9,8.8,2.8,99,2.9
2025.11.01,00:00,23.59,Hirsch,453,464,917,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Hirsch,130,140,270,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Hirsch,981,1016,1997,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Hirsch,1206,1231,2437,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Hirsch,1159,1222,2381,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Hirsch,991,1074,2065,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Hirsch,702,741,1443,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Hirsch,324,326,650,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Hirsch,213,191,404,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Hirsch,1018,1075,2093,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Hirsch,1148,1164,2312,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Hirsch,1141,1196,2337,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Hirsch,1135,1186,2321,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Hirsch,933,961,1894,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Hirsch,526,497,1023,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Hirsch,411,409,820,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Hirsch,605,697,1302,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Hirsch,912,933,1845,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Hirsch,831,824,1655,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Hirsch,767,776,1543,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Hirsch,511,510,1021,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Hirsch,201,170,371,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Hirsch,164,165,329,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Hirsch,346,366,712,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Hirsch,617,663,1280,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Hirsch,536,599,1135,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Hirsch,697,728,1425,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Hirsch,607,577,1184,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Hirsch,217,244,461,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Hirsch,217,230,447,-0.9,8.8,2.8,99,2.9
2025.11.01,00:00,23.59,Erhardt,1952,1757,3709,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Erhardt,308,352,660,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Erhardt,1918,1372,3290,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Erhardt,2413,1857,4270,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Erhardt,2279,1767,4046,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Erhardt,1874,1478,3352,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Erhardt,1473,1115,2588,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Erhardt,946,938,1884,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Erhardt,719,662,1381,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Erhardt,2084,1680,3764,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Erhardt,2386,1792,4178,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Erhardt,2528,1984,4512,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Erhardt,2655,2080,4735,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Erhardt,2385,2140,4525,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Erhardt,1568,1611,3179,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Erhardt,1336,1408,2744,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Erhardt,1322,1007,2329,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Erhardt,2153,1566,3719,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Erhardt,1885,1427,3312,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Erhardt,1644,1245,2889,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Erhardt,1214,933,2147,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Erhardt,673,625,1298,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Erhardt,675,666,1341,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Erhardt,808,669,1477,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Erhardt,1326,1054,2380,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Erhardt,1126,1000,2126,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Erhardt,1523,1365,2888,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Erhardt,1292,1241,2533,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Erhardt,753,659,1412,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Erhardt,764,818,1582,-0.9,8.8,2.8,99,2.9
2025.12.01,00:00,23.59,Arnulf,921,76,997,3.5,4.8,0.0,99,0.0
2025.12.02,00:00,23.59,Arnulf,1025,73,1098,0.1,5.0,0.0,84,5.0
2025.12.03,00:00,23.59,Arnulf,921,87,1008,-0.3,1.4,0.0,100,0.0
2025.12.04,00:00,23.59,Arnulf,948,81,1029,-0.3,0.7,1.2,100,0.0
2025.12.05,00:00,23.59,Arnulf,609,69,678,0.3,4.3,1.7,100,0.0
2025.12.06,00:00,23.59,Arnulf,513,44,557,1.3,8.2,1.4,91,2.2
2025.12.07,00:00,23.59,Arnulf,333,34,367,6.8,9.4,17.6,98,0.0
2025.12.08,00:00,23.59,Arnulf,874,70,944,6.9,13.5,0.9,96,0.2
2025.12.09,00:00,23.59,Arnulf,1092,94,1186,3.3,15.5,0.0,69,7.7
2025.12.10,00:00,23.59,Arnulf,1095,105,1200,2.7,13.2,0.2,44,8.1
2025.12.11,00:00,23.59,Arnulf,1063,85,1148,6.6,8.2,0.0,100,0.0
2025.12.12,00:00,23.59,Arnulf,813,86,899,2.7,6.7,0.0,100,2.6
2025.12.13,00:00,23.59,Arnulf,583,63,646,0.5,4.0,0.0,100,0.0
2025.12.14,00:00,23.59,Arnulf,447,62,509,0.0,3.9,0.0,100,0.0
2025.12.15,00:00,23.59,Arnulf,897,74,971,-1.4,3.2,0.0,84,4.9
2025.12.16,00:00,23.59,Arnulf,952,93,1045,-1.5,0.6,0.0,100,0.0
2025.12.17,00:00,23.59,Arnulf,1083,86,1169,-0.7,8.5,0.0,88,0.0
2025.12.18,00:00,23.59,Arnulf,1029,77,1106,0.4,12.6,0.0,38,6.9
2025.12.19,00:00,23.59,Arnulf,901,84,985,-1.5,13.5,0.2,55,7.1
2025.12.20,00:00,23.59,Arnulf,554,40,594,-0.7,8.7,0.0,55,7.6
2025.12.21,00:00,23.59,Arnulf,346,38,384,-2.0,0.2,0.0,90,0.0
2025.12.22,00:00,23.59,Arnulf,592,55,647,-1.7,0.4,0.0,100,0.0
2025.12.23,00:00,23.59,Arnulf,496,50,546,-0.2,1.6,0.5,99,0.0
2025.12.24,00:00,23.59,Arnulf,116,18,134,-1.1,1.2,1.6,96,0.0
2025.12.25,00:00,23.59,Arnulf,70,11,81,-2.2,1.2,0.0,71,3.3
2025.12.26,00:00,23.59,Arnulf,143,11,154,-2.7,-0.4,0.0,98,0.0
2025.12.27,00:00,23.59,Arnulf,230,28,258,-2.9,0.8,0.0,93,3.7
2025.12.28,00:00,23.59,Arnulf,194,22,216,-4.3,-0.7,0.0,94,0.0
2025.12.29,00:00,23.59,Arnulf,333,30,363,-5.2,-2.9,0.2,100,0.0
2025.12.30,00:00,23.59,Arnulf,279,24,303,-5.2,-0.2,0.0,79,0.0
2025.12.31,00:00,23.59,Arnulf,179,21,200,-7.0,0.1,0.0,30,8.1
2025.12.01,00:00,23.59,Kreuther,270,217,487,3.5,4.8,0.0,99,0.0
2025.12.02,00:00,23.59,Kreuther,319,261,580,0.1,5.0,0.0,84,5.0
2025.12.03,00:00,23.59,Kreuther,267,216,483,-0.3,1.4,0.0,100,0.0
2025.12.04,00:00,23.59,Kreuther,294,198,492,-0.3,0.7,1.2,100,0.0
2025.12.05,00:00,23.59,Kreuther,171,119,290,0.3,4.3,1.7,100,0.0
2025.12.06,00:00,23.59,Kreuther,120,111,231,1.3,8.2,1.4,91,2.2
2025.12.07,00:00,23.59,Kreuther,89,68,157,6.8,9.4,17.6,98,0.0
2025.12.08,00:00,23.59,Kreuther,288,220,508,6.9,13.5,0.9,96,0.2
2025.12.09,00:00,23.59,Kreuther,359,286,645,3.3,15.5,0.0,69,7.7
2025.12.10,00:00,23.59,Kreuther,366,281,647,2.7,13.2,0.2,44,8.1
2025.12.11,00:00,23.59,Kreuther,346,235,581,6.6,8.2,0.0,100,0.0
2025.12.12,00:00,23.59,Kreuther,280,220,500,2.7,6.7,0.0,100,2.6
2025.12.13,00:00,23.59,Kreuther,118,112,230,0.5,4.0,0.0,100,0.0
2025.12.14,00:00,23.59,Kreuther,98,107,205,0.0,3.9,0.0,100,0.0
2025.12.15,00:00,23.59,Kreuther,320,276,596,-1.4,3.2,0.0,84,4.9
2025.12.16,00:00,23.59,Kreuther,314,241,555,-1.5,0.6,0.0,100,0.0
2025.12.17,00:00,23.59,Kreuther,297,241,538,-0.7,8.5,0.0,88,0.0
2025.12.18,00:00,23.59,Kreuther,337,253,590,0.4,12.6,0.0,38,6.9
2025.12.19,00:00,23.59,Kreuther,291,238,529,-1.5,13.5,0.2,55,7.1
2025.12.20,00:00,23.59,Kreuther,136,163,299,-0.7,8.7,0.0,55,7.6
2025.12.21,00:00,23.59,Kreuther,62,62,124,-2.0,0.2,0.0,90,0.0
2025.12.22,00:00,23.59,Kreuther,147,115,262,-1.7,0.4,0.0,100,0.0
2025.12.23,00:00,23.59,Kreuther,145,123,268,-0.2,1.6,0.5,99,0.0
2025.12.24,00:00,23.59,Kreuther,28,37,65,-1.1,1.2,1.6,96,0.0
2025.12.25,00:00,23.59,Kreuther,16,19,35,-2.2,1.2,0.0,71,3.3
2025.12.26,00:00,23.59,Kreuther,15,21,36,-2.7,-0.4,0.0,98,0.0
2025.12.27,00:00,23.59,Kreuther,64,72,136,-2.9,0.8,0.0,93,3.7
2025.12.28,00:00,23.59,Kreuther,51,51,102,-4.3,-0.7,0.0,94,0.0
2025.12.29,00:00,23.59,Kreuther,79,73,152,-5.2,-2.9,0.2,100,0.0
2025.12.30,00:00,23.59,Kreuther,58,52,110,-5.2,-0.2,0.0,79,0.0
2025.12.31,00:00,23.59,Kreuther,44,46,90,-7.0,0.1,0.0,30,8.1
2025.12.01,00:00,23.59,Olympia,885,874,1759,3.5,4.8,0.0,99,0.0
2025.12.02,00:00,23.59,Olympia,1041,1010,2051,0.1,5.0,0.0,84,5.0
2025.12.03,00:00,23.59,Olympia,930,929,1859,-0.3,1.4,0.0,100,0.0
2025.12.04,00:00,23.59,Olympia,851,867,1718,-0.3,0.7,1.2,100,0.0
2025.12.05,00:00,23.59,Olympia,643,604,1247,0.3,4.3,1.7,100,0.0
2025.12.06,00:00,23.59,Olympia,617,581,1198,1.3,8.2,1.4,91,2.2
2025.12.07,00:00,23.59,Olympia,441,367,808,6.8,9.4,17.6,98,0.0
2025.12.08,00:00,23.59,Olympia,944,885,1829,6.9,13.5,0.9,96,0.2
2025.12.09,00:00,23.59,Olympia,1198,1180,2378,3.3,15.5,0.0,69,7.7
2025.12.10,00:00,23.59,Olympia,1162,1148,2310,2.7,13.2,0.2,44,8.1
2025.12.11,00:00,23.59,Olympia,959,926,1885,6.6,8.2,0.0,100,0.0
2025.12.12,00:00,23.59,Olympia,866,845,1711,2.7,6.7,0.0,100,2.6
2025.12.13,00:00,23.59,Olympia,554,521,1075,0.5,4.0,0.0,100,0.0
2025.12.14,00:00,23.59,Olympia,523,468,991,0.0,3.9,0.0,100,0.0
2025.12.15,00:00,23.59,Olympia,864,851,1715,-1.4,3.2,0.0,84,4.9
2025.12.16,00:00,23.59,Olympia,931,906,1837,-1.5,0.6,0.0,100,0.0
2025.12.17,00:00,23.59,Olympia,867,857,1724,-0.7,8.5,0.0,88,0.0
2025.12.18,00:00,23.59,Olympia,1106,1088,2194,0.4,12.6,0.0,38,6.9
2025.12.19,00:00,23.59,Olympia,870,872,1742,-1.5,13.5,0.2,55,7.1
2025.12.20,00:00,23.59,Olympia,616,543,1159,-0.7,8.7,0.0,55,7.6
2025.12.21,00:00,23.59,Olympia,325,300,625,-2.0,0.2,0.0,90,0.0
2025.12.22,00:00,23.59,Olympia,396,378,774,-1.7,0.4,0.0,100,0.0
2025.12.23,00:00,23.59,Olympia,369,327,696,-0.2,1.6,0.5,99,0.0
2025.12.24,00:00,23.59,Olympia,84,67,151,-1.1,1.2,1.6,96,0.0
2025.12.25,00:00,23.59,Olympia,110,118,228,-2.2,1.2,0.0,71,3.3
2025.12.26,00:00,23.59,Olympia,123,114,237,-2.7,-0.4,0.0,98,0.0
2025.12.27,00:00,23.59,Olympia,208,217,425,-2.9,0.8,0.0,93,3.7
2025.12.28,00:00,23.59,Olympia,238,207,445,-4.3,-0.7,0.0,94,0.0
2025.12.29,00:00,23.59,Olympia,240,220,460,-5.2,-2.9,0.2,100,0.0
2025.12.30,00:00,23.59,Olympia,258,238,496,-5.2,-0.2,0.0,79,0.0
2025.12.31,00:00,23.59,Olympia,359,291,650,-7.0,0.1,0.0,30,8.1
2025.12.01,00:00,23.59,Hirsch,761,806,1567,3.5,4.8,0.0,99,0.0
2025.12.02,00:00,23.59,Hirsch,825,869,1694,0.1,5.0,0.0,84,5.0
2025.12.03,00:00,23.59,Hirsch,771,820,1591,-0.3,1.4,0.0,100,0.0
2025.12.04,00:00,23.59,Hirsch,715,737,1452,-0.3,0.7,1.2,100,0.0
2025.12.05,00:00,23.59,Hirsch,427,452,879,0.3,4.3,1.7,100,0.0
2025.12.06,00:00,23.59,Hirsch,283,263,546,1.3,8.2,1.4,91,2.2
2025.12.07,00:00,23.59,Hirsch,179,187,366,6.8,9.4,17.6,98,0.0
2025.12.08,00:00,23.59,Hirsch,722,764,1486,6.9,13.5,0.9,96,0.2
2025.12.09,00:00,23.59,Hirsch,975,974,1949,3.3,15.5,0.0,69,7.7
2025.12.10,00:00,23.59,Hirsch,1016,1032,2048,2.7,13.2,0.2,44,8.1
2025.12.11,00:00,23.59,Hirsch,825,863,1688,6.6,8.2,0.0,100,0.0
2025.12.12,00:00,23.59,Hirsch,648,643,1291,2.7,6.7,0.0,100,2.6
2025.12.13,00:00,23.59,Hirsch,250,250,500,0.5,4.0,0.0,100,0.0
2025.12.14,00:00,23.59,Hirsch,256,216,472,0.0,3.9,0.0,100,0.0
2025.12.15,00:00,23.59,Hirsch,760,768,1528,-1.4,3.2,0.0,84,4.9
2025.12.16,00:00,23.59,Hirsch,804,826,1630,-1.5,0.6,0.0,100,0.0
2025.12.17,00:00,23.59,Hirsch,781,825,1606,-0.7,8.5,0.0,88,0.0
2025.12.18,00:00,23.59,Hirsch,820,839,1659,0.4,12.6,0.0,38,6.9
2025.12.19,00:00,23.59,Hirsch,656,665,1321,-1.5,13.5,0.2,55,7.1
2025.12.20,00:00,23.59,Hirsch,324,320,644,-0.7,8.7,0.0,55,7.6
2025.12.21,00:00,23.59,Hirsch,156,156,312,-2.0,0.2,0.0,90,0.0
2025.12.22,00:00,23.59,Hirsch,402,402,804,-1.7,0.4,0.0,100,0.0
2025.12.23,00:00,23.59,Hirsch,300,301,601,-0.2,1.6,0.5,99,0.0
2025.12.24,00:00,23.59,Hirsch,50,38,88,-1.1,1.2,1.6,96,0.0
2025.12.25,00:00,23.59,Hirsch,43,46,89,-2.2,1.2,0.0,71,3.3
2025.12.26,00:00,23.59,Hirsch,56,58,114,-2.7,-0.4,0.0,98,0.0
2025.12.27,00:00,23.59,Hirsch,130,120,250,-2.9,0.8,0.0,93,3.7
2025.12.28,00:00,23.59,Hirsch,91,94,185,-4.3,-0.7,0.0,94,0.0
2025.12.29,00:00,23.59,Hirsch,212,222,434,-5.2,-2.9,0.2,100,0.0
2025.12.30,00:00,23.59,Hirsch,152,148,300,-5.2,-0.2,0.0,79,0.0
2025.12.31,00:00,23.59,Hirsch,87,83,170,-7.0,0.1,0.0,30,8.1
2025.12.01,00:00,23.59,Erhardt,1592,1160,2752,3.5,4.8,0.0,99,0.0
2025.12.02,00:00,23.59,Erhardt,1878,1493,3371,0.1,5.0,0.0,84,5.0
2025.12.03,00:00,23.59,Erhardt,1667,1349,3016,-0.3,1.4,0.0,100,0.0
2025.12.04,00:00,23.59,Erhardt,1648,1360,3008,-0.3,0.7,1.2,100,0.0
2025.12.05,00:00,23.59,Erhardt,995,932,1927,0.3,4.3,1.7,100,0.0
2025.12.06,00:00,23.59,Erhardt,778,819,1597,1.3,8.2,1.4,91,2.2
2025.12.07,00:00,23.59,Erhardt,591,590,1181,6.8,9.4,17.6,98,0.0
2025.12.08,00:00,23.59,Erhardt,1584,1307,2891,6.9,13.5,0.9,96,0.2
2025.12.09,00:00,23.59,Erhardt,2231,1796,4027,3.3,15.5,0.0,69,7.7
2025.12.10,00:00,23.59,Erhardt,2167,1801,3968,2.7,13.2,0.2,44,8.1
2025.12.11,00:00,23.59,Erhardt,1843,1525,3368,6.6,8.2,0.0,100,0.0
2025.12.12,00:00,23.59,Erhardt,1505,1437,2942,2.7,6.7,0.0,100,2.6
2025.12.13,00:00,23.59,Erhardt,855,883,1738,0.5,4.0,0.0,100,0.0
2025.12.14,00:00,23.59,Erhardt,729,798,1527,0.0,3.9,0.0,100,0.0
2025.12.15,00:00,23.59,Erhardt,1720,1318,3038,-1.4,3.2,0.0,84,4.9
2025.12.16,00:00,23.59,Erhardt,1707,1423,3130,-1.5,0.6,0.0,100,0.0
2025.12.17,00:00,23.59,Erhardt,1756,1545,3301,-0.7,8.5,0.0,88,0.0
2025.12.18,00:00,23.59,Erhardt,1820,1643,3463,0.4,12.6,0.0,38,6.9
2025.12.19,00:00,23.59,Erhardt,1693,1495,3188,-1.5,13.5,0.2,55,7.1
2025.12.20,00:00,23.59,Erhardt,1008,1109,2117,-0.7,8.7,0.0,55,7.6
2025.12.21,00:00,23.59,Erhardt,556,569,1125,-2.0,0.2,0.0,90,0.0
2025.12.22,00:00,23.59,Erhardt,869,823,1692,-1.7,0.4,0.0,100,0.0
2025.12.23,00:00,23.59,Erhardt,590,626,1216,-0.2,1.6,0.5,99,0.0
2025.12.24,00:00,23.59,Erhardt,143,144,287,-1.1,1.2,1.6,96,0.0
2025.12.25,00:00,23.59,Erhardt,115,120,235,-2.2,1.2,0.0,71,3.3
2025.12.26,00:00,23.59,Erhardt,168,180,348,-2.7,-0.4,0.0,98,0.0
2025.12.27,00:00,23.59,Erhardt,359,428,787,-2.9,0.8,0.0,93,3.7
2025.12.28,00:00,23.59,Erhardt,290,328,618,-4.3,-0.7,0.0,94,0.0
2025.12.29,00:00,23.59,Erhardt,491,504,995,-5.2,-2.9,0.2,100,0.0
2025.12.30,00:00,23.59,Erhardt,412,411,823,-5.2,-0.2,0.0,79,0.0
2025.12.31,00:00,23.59,Erhardt,305,358,663,-7.0,0.1,0.0,30,8.1
